time_id,deprivation_level,lsoa_code,crime_count
2018-03-01,High,E01003911,5
2018-03-01,High,E01003915,13
2018-03-01,High,E01003917,10
2018-03-01,High,E01003920,12
2018-03-01,High,E01003922,20
2018-03-01,High,E01003924,12
2018-03-01,High,E01003925,12
2018-03-01,High,E01003926,8
2018-03-01,High,E01003930,22
2018-03-01,High,E01003933,13
2018-03-01,High,E01003938,12
2018-03-01,High,E01003940,10
2018-03-01,High,E01003942,12
2018-03-01,High,E01003950,7
2018-03-01,High,E01003960,15
2018-03-01,High,E01003966,25
2018-03-01,High,E01003967,2
2018-03-01,High,E01003972,19
2018-03-01,High,E01003973,20
2018-03-01,High,E01003975,12
2018-03-01,High,E01003976,28
2018-03-01,High,E01003977,8
2018-03-01,High,E01003979,14
2018-03-01,High,E01003980,15
2018-03-01,High,E01003983,7
2018-03-01,High,E01003988,40
2018-03-01,High,E01003989,22
2018-03-01,High,E01003990,16
2018-03-01,High,E01003992,18
2018-03-01,High,E01003993,6
2018-03-01,High,E01003997,2
2018-03-01,High,E01004000,9
2018-03-01,High,E01004004,21
2018-03-01,High,E01004010,33
2018-03-01,High,E01004011,18
2018-03-01,High,E01004012,19
2018-03-01,High,E01004020,15
2018-03-01,High,E01004023,33
2018-03-01,High,E01004024,16
2018-03-01,High,E01004033,12
2018-03-01,High,E01004036,24
2018-03-01,High,E01004041,7
2018-03-01,High,E01004044,4
2018-03-01,High,E01004045,7
2018-03-01,High,E01004060,14
2018-03-01,High,E01004062,38
2018-03-01,High,E01004063,15
2018-03-01,High,E01004064,22
2018-03-01,High,E01004123,18
2018-03-01,High,E01004125,12
2018-03-01,High,E01004126,6
2018-03-01,High,E01004167,12
2018-03-01,High,E01004169,10
2018-03-01,High,E01004183,19
2018-03-01,High,E01004184,9
2018-03-01,High,E01004189,6
2018-03-01,High,E01004197,30
2018-03-01,High,E01004200,13
2018-03-01,High,E01004203,42
2018-03-01,High,E01004211,39
2018-03-01,High,E01004224,51
2018-03-01,High,E01004226,34
2018-03-01,High,E01004230,21
2018-03-01,High,E01004231,40
2018-03-01,High,E01004233,12
2018-03-01,High,E01004235,13
2018-03-01,High,E01004237,9
2018-03-01,High,E01004238,57
2018-03-01,High,E01004240,14
2018-03-01,High,E01004246,28
2018-03-01,High,E01004251,20
2018-03-01,High,E01004253,15
2018-03-01,High,E01004257,12
2018-03-01,High,E01004260,23
2018-03-01,High,E01004262,43
2018-03-01,High,E01004263,6
2018-03-01,High,E01004267,29
2018-03-01,High,E01004269,42
2018-03-01,High,E01004271,14
2018-03-01,High,E01004283,23
2018-03-01,High,E01004284,27
2018-03-01,High,E01004287,18
2018-03-01,High,E01004290,17
2018-03-01,High,E01004295,29
2018-03-01,High,E01004305,6
2018-03-01,High,E01004308,13
2018-03-01,High,E01004315,37
2018-03-01,High,E01004317,93
2018-03-01,High,E01004319,30
2018-03-01,High,E01004322,57
2018-03-01,High,E01004323,20
2018-03-01,High,E01004327,7
2018-03-01,High,E01004332,19
2018-03-01,High,E01004333,19
2018-03-01,High,E01004341,31
2018-03-01,High,E01004344,18
2018-03-01,High,E01004349,12
2018-03-01,High,E01004350,10
2018-03-01,High,E01004364,23
2018-03-01,High,E01004365,19
2018-03-01,High,E01004367,9
2018-03-01,High,E01004384,20
2018-03-01,High,E01004385,11
2018-03-01,High,E01004389,8
2018-03-01,High,E01004400,6
2018-03-01,High,E01004402,12
2018-03-01,High,E01004403,29
2018-03-01,High,E01004404,22
2018-03-01,High,E01004405,22
2018-03-01,High,E01004409,28
2018-03-01,High,E01004413,8
2018-03-01,High,E01004434,11
2018-03-01,High,E01004435,14
2018-03-01,High,E01004443,42
2018-03-01,High,E01004445,22
2018-03-01,High,E01004455,39
2018-03-01,High,E01004460,44
2018-03-01,High,E01004467,7
2018-03-01,High,E01004471,19
2018-03-01,High,E01004528,9
2018-03-01,High,E01004537,8
2018-03-01,High,E01004562,24
2018-03-01,High,E01004563,21
2018-03-01,High,E01004567,12
2018-03-01,High,E01004570,19
2018-03-01,High,E01004573,6
2018-03-01,High,E01004575,12
2018-03-01,High,E01004584,7
2018-03-01,High,E01004600,63
2018-03-01,High,E01004613,15
2018-03-01,High,E01004630,5
2018-03-01,High,E01004645,12
2018-03-01,High,E01004667,10
2018-03-01,High,E01004669,5
2018-03-01,High,E01004675,20
2018-03-01,High,E01004679,16
2018-03-01,High,E01004696,5
2018-03-01,High,E01004710,20
2018-03-01,High,E01004718,23
2018-03-01,High,E01004719,4
2018-03-01,High,E01004720,12
2018-03-01,High,E01004723,11
2018-03-01,High,E01004725,4
2018-03-01,High,E01004734,522
2018-03-01,High,E01004740,9
2018-03-01,High,E01004746,1
2018-03-01,High,E01004755,11
2018-03-01,High,E01032562,14
2018-03-01,High,E01032574,26
2018-03-01,High,E01032581,13
2018-03-01,High,E01032582,138
2018-03-01,High,E01032583,33
2018-03-01,High,E01032584,20
2018-03-01,High,E01032743,11
2018-03-01,High,E01032765,16
2018-03-01,High,E01032774,12
2018-03-01,High,E01033085,10
2018-03-01,High,E01033100,20
2018-03-01,High,E01033132,9
2018-03-01,High,E01033324,5
2018-03-01,High,E01033341,11
2018-03-01,High,E01033464,16
2018-03-01,High,E01033488,15
2018-03-01,High,E01033491,43
2018-03-01,High,E01033492,12
2018-03-01,High,E01033578,31
2018-03-01,High,E01033583,342
2018-03-01,High,E01033591,32
2018-03-01,High,E01033594,67
2018-03-01,High,E01033599,2
2018-03-01,High,E01033601,12
2018-03-01,High,E01033604,28
2018-03-01,High,E01033700,46
2018-03-01,High,E01033705,6
2018-03-01,High,E01033706,74
2018-03-01,High,E01033707,42
2018-03-01,High,E01033712,37
2018-03-01,High,E01033726,28
2018-03-01,High,E01033735,55
2018-03-01,High,E01033744,13
2018-03-01,Low,E01000003,3
2018-03-01,Low,E01000006,11
2018-03-01,Low,E01000036,15
2018-03-01,Low,E01000037,5
2018-03-01,Low,E01000038,9
2018-03-01,Low,E01000069,7
2018-03-01,Low,E01000071,13
2018-03-01,Low,E01000110,13
2018-03-01,Low,E01000140,12
2018-03-01,Low,E01000142,12
2018-03-01,Low,E01000144,23
2018-03-01,Low,E01000145,13
2018-03-01,Low,E01000146,47
2018-03-01,Low,E01000150,10
2018-03-01,Low,E01000155,27
2018-03-01,Low,E01000158,20
2018-03-01,Low,E01000159,13
2018-03-01,Low,E01000161,16
2018-03-01,Low,E01000162,17
2018-03-01,Low,E01000166,8
2018-03-01,Low,E01000170,16
2018-03-01,Low,E01000174,15
2018-03-01,Low,E01000180,5
2018-03-01,Low,E01000192,28
2018-03-01,Low,E01000193,39
2018-03-01,Low,E01000194,34
2018-03-01,Low,E01000203,3
2018-03-01,Low,E01000211,24
2018-03-01,Low,E01000218,8
2018-03-01,Low,E01000219,20
2018-03-01,Low,E01000220,6
2018-03-01,Low,E01000224,4
2018-03-01,Low,E01000231,30
2018-03-01,Low,E01000232,10
2018-03-01,Low,E01000238,13
2018-03-01,Low,E01000240,18
2018-03-01,Low,E01000242,8
2018-03-01,Low,E01000244,21
2018-03-01,Low,E01000251,13
2018-03-01,Low,E01000255,14
2018-03-01,Low,E01000260,19
2018-03-01,Low,E01000264,19
2018-03-01,Low,E01000265,10
2018-03-01,Low,E01000268,21
2018-03-01,Low,E01000274,16
2018-03-01,Low,E01000277,2
2018-03-01,Low,E01000284,13
2018-03-01,Low,E01000285,11
2018-03-01,Low,E01000290,8
2018-03-01,Low,E01000299,50
2018-03-01,Low,E01000302,11
2018-03-01,Low,E01000310,17
2018-03-01,Low,E01000313,16
2018-03-01,Low,E01000316,32
2018-03-01,Low,E01000318,8
2018-03-01,Low,E01000321,15
2018-03-01,Low,E01000322,19
2018-03-01,Low,E01000323,8
2018-03-01,Low,E01000329,26
2018-03-01,Low,E01000330,11
2018-03-01,Low,E01000332,12
2018-03-01,Low,E01000337,8
2018-03-01,Low,E01000338,11
2018-03-01,Low,E01000339,6
2018-03-01,Low,E01000352,12
2018-03-01,Low,E01000360,38
2018-03-01,Low,E01000365,10
2018-03-01,Low,E01000369,2
2018-03-01,Low,E01000375,15
2018-03-01,Low,E01000376,6
2018-03-01,Low,E01000379,5
2018-03-01,Low,E01000398,9
2018-03-01,Low,E01000400,8
2018-03-01,Low,E01000407,3
2018-03-01,Low,E01000417,4
2018-03-01,Low,E01000418,4
2018-03-01,Low,E01000430,11
2018-03-01,Low,E01000443,4
2018-03-01,Low,E01000450,6
2018-03-01,Low,E01000454,3
2018-03-01,Low,E01000459,6
2018-03-01,Low,E01000462,25
2018-03-01,Low,E01000467,4
2018-03-01,Low,E01000469,12
2018-03-01,Low,E01000476,5
2018-03-01,Low,E01000479,8
2018-03-01,Low,E01000486,4
2018-03-01,Low,E01000487,25
2018-03-01,Low,E01000494,10
2018-03-01,Low,E01000505,4
2018-03-01,Low,E01000512,21
2018-03-01,Low,E01000513,12
2018-03-01,Low,E01000514,3
2018-03-01,Low,E01000516,8
2018-03-01,Low,E01000519,12
2018-03-01,Low,E01000520,6
2018-03-01,Low,E01000530,5
2018-03-01,Low,E01000534,17
2018-03-01,Low,E01000541,10
2018-03-01,Low,E01000549,8
2018-03-01,Low,E01000555,18
2018-03-01,Low,E01000560,15
2018-03-01,Low,E01000564,11
2018-03-01,Low,E01000566,4
2018-03-01,Low,E01000567,9
2018-03-01,Low,E01000568,45
2018-03-01,Low,E01000575,17
2018-03-01,Low,E01000576,17
2018-03-01,Low,E01000580,33
2018-03-01,Low,E01000581,6
2018-03-01,Low,E01000582,13
2018-03-01,Low,E01000584,5
2018-03-01,Low,E01000585,13
2018-03-01,Low,E01000587,4
2018-03-01,Low,E01000589,10
2018-03-01,Low,E01000590,10
2018-03-01,Low,E01000591,36
2018-03-01,Low,E01000592,21
2018-03-01,Low,E01000593,4
2018-03-01,Low,E01000594,23
2018-03-01,Low,E01000606,6
2018-03-01,Low,E01000607,8
2018-03-01,Low,E01000615,39
2018-03-01,Low,E01000619,7
2018-03-01,Low,E01000623,9
2018-03-01,Low,E01000624,10
2018-03-01,Low,E01000629,15
2018-03-01,Low,E01000631,14
2018-03-01,Low,E01000632,26
2018-03-01,Low,E01000636,12
2018-03-01,Low,E01000662,14
2018-03-01,Low,E01000663,8
2018-03-01,Low,E01000664,10
2018-03-01,Low,E01000676,42
2018-03-01,Low,E01000699,7
2018-03-01,Low,E01000705,7
2018-03-01,Low,E01000706,13
2018-03-01,Low,E01000709,6
2018-03-01,Low,E01000726,16
2018-03-01,Low,E01000727,13
2018-03-01,Low,E01000732,4
2018-03-01,Low,E01000733,12
2018-03-01,Low,E01000738,26
2018-03-01,Low,E01000745,7
2018-03-01,Low,E01000746,10
2018-03-01,Low,E01000747,12
2018-03-01,Low,E01000779,22
2018-03-01,Low,E01000792,19
2018-03-01,Low,E01000795,7
2018-03-01,Low,E01000799,46
2018-03-01,Low,E01000801,6
2018-03-01,Low,E01000802,14
2018-03-01,Low,E01000803,9
2018-03-01,Low,E01000824,10
2018-03-01,Low,E01000825,14
2018-03-01,Low,E01000847,13
2018-03-01,Low,E01000850,146
2018-03-01,Low,E01000851,39
2018-03-01,Low,E01000852,68
2018-03-01,Low,E01000854,100
2018-03-01,Low,E01000855,112
2018-03-01,Low,E01000857,5
2018-03-01,Low,E01000860,12
2018-03-01,Low,E01000864,18
2018-03-01,Low,E01000871,13
2018-03-01,Low,E01000888,10
2018-03-01,Low,E01000892,17
2018-03-01,Low,E01000903,16
2018-03-01,Low,E01000911,16
2018-03-01,Low,E01000916,38
2018-03-01,Low,E01000918,111
2018-03-01,Low,E01000920,33
2018-03-01,Low,E01000921,26
2018-03-01,Low,E01000923,8
2018-03-01,Low,E01000926,12
2018-03-01,Low,E01000927,28
2018-03-01,Low,E01000928,22
2018-03-01,Low,E01000932,10
2018-03-01,Low,E01000937,6
2018-03-01,Low,E01000940,11
2018-03-01,Low,E01000942,22
2018-03-01,Low,E01000943,25
2018-03-01,Low,E01000946,32
2018-03-01,Low,E01000949,3
2018-03-01,Low,E01000960,14
2018-03-01,Low,E01000964,10
2018-03-01,Low,E01000965,17
2018-03-01,Low,E01000968,6
2018-03-01,Low,E01000973,57
2018-03-01,Low,E01000975,29
2018-03-01,Low,E01000978,7
2018-03-01,Low,E01000979,31
2018-03-01,Low,E01000982,9
2018-03-01,Low,E01000994,14
2018-03-01,Low,E01000995,7
2018-03-01,Low,E01000996,6
2018-03-01,Low,E01001007,14
2018-03-01,Low,E01001016,10
2018-03-01,Low,E01001029,11
2018-03-01,Low,E01001033,15
2018-03-01,Low,E01001034,8
2018-03-01,Low,E01001035,10
2018-03-01,Low,E01001037,4
2018-03-01,Low,E01001038,6
2018-03-01,Low,E01001040,10
2018-03-01,Low,E01001059,1
2018-03-01,Low,E01001060,8
2018-03-01,Low,E01001065,16
2018-03-01,Low,E01001068,9
2018-03-01,Low,E01001070,7
2018-03-01,Low,E01001073,7
2018-03-01,Low,E01001074,11
2018-03-01,Low,E01001077,3
2018-03-01,Low,E01001085,11
2018-03-01,Low,E01001086,11
2018-03-01,Low,E01001088,3
2018-03-01,Low,E01001091,16
2018-03-01,Low,E01001092,7
2018-03-01,Low,E01001095,7
2018-03-01,Low,E01001099,12
2018-03-01,Low,E01001105,8
2018-03-01,Low,E01001138,15
2018-03-01,Low,E01001139,10
2018-03-01,Low,E01001146,4
2018-03-01,Low,E01001149,5
2018-03-01,Low,E01001150,1
2018-03-01,Low,E01001157,4
2018-03-01,Low,E01001158,8
2018-03-01,Low,E01001159,12
2018-03-01,Low,E01001163,8
2018-03-01,Low,E01001164,17
2018-03-01,Low,E01001173,25
2018-03-01,Low,E01001179,7
2018-03-01,Low,E01001184,7
2018-03-01,Low,E01001185,7
2018-03-01,Low,E01001187,10
2018-03-01,Low,E01001189,2
2018-03-01,Low,E01001194,7
2018-03-01,Low,E01001198,8
2018-03-01,Low,E01001200,11
2018-03-01,Low,E01001201,2
2018-03-01,Low,E01001207,17
2018-03-01,Low,E01001214,3
2018-03-01,Low,E01001217,8
2018-03-01,Low,E01001235,15
2018-03-01,Low,E01001236,5
2018-03-01,Low,E01001237,12
2018-03-01,Low,E01001240,6
2018-03-01,Low,E01001245,13
2018-03-01,Low,E01001248,13
2018-03-01,Low,E01001251,13
2018-03-01,Low,E01001253,9
2018-03-01,Low,E01001254,12
2018-03-01,Low,E01001258,4
2018-03-01,Low,E01001259,18
2018-03-01,Low,E01001260,8
2018-03-01,Low,E01001265,9
2018-03-01,Low,E01001266,26
2018-03-01,Low,E01001268,6
2018-03-01,Low,E01001270,6
2018-03-01,Low,E01001271,9
2018-03-01,Low,E01001272,21
2018-03-01,Low,E01001275,3
2018-03-01,Low,E01001276,15
2018-03-01,Low,E01001277,19
2018-03-01,Low,E01001284,5
2018-03-01,Low,E01001288,12
2018-03-01,Low,E01001289,3
2018-03-01,Low,E01001291,8
2018-03-01,Low,E01001293,3
2018-03-01,Low,E01001295,6
2018-03-01,Low,E01001301,10
2018-03-01,Low,E01001309,12
2018-03-01,Low,E01001310,7
2018-03-01,Low,E01001312,15
2018-03-01,Low,E01001315,9
2018-03-01,Low,E01001319,9
2018-03-01,Low,E01001342,8
2018-03-01,Low,E01001343,3
2018-03-01,Low,E01001344,11
2018-03-01,Low,E01001345,5
2018-03-01,Low,E01001347,17
2018-03-01,Low,E01001348,19
2018-03-01,Low,E01001350,6
2018-03-01,Low,E01001352,8
2018-03-01,Low,E01001381,16
2018-03-01,Low,E01001387,10
2018-03-01,Low,E01001393,6
2018-03-01,Low,E01001396,13
2018-03-01,Low,E01001403,5
2018-03-01,Low,E01001404,5
2018-03-01,Low,E01001407,7
2018-03-01,Low,E01001408,12
2018-03-01,Low,E01001415,29
2018-03-01,Low,E01001419,24
2018-03-01,Low,E01001451,16
2018-03-01,Low,E01001471,13
2018-03-01,Low,E01001473,9
2018-03-01,Low,E01001494,5
2018-03-01,Low,E01001496,9
2018-03-01,Low,E01001498,23
2018-03-01,Low,E01001500,7
2018-03-01,Low,E01001512,13
2018-03-01,Low,E01001520,14
2018-03-01,Low,E01001525,14
2018-03-01,Low,E01001527,9
2018-03-01,Low,E01001530,12
2018-03-01,Low,E01001535,7
2018-03-01,Low,E01001536,39
2018-03-01,Low,E01001539,9
2018-03-01,Low,E01001540,11
2018-03-01,Low,E01001542,10
2018-03-01,Low,E01001556,3
2018-03-01,Low,E01001563,9
2018-03-01,Low,E01001565,10
2018-03-01,Low,E01001570,17
2018-03-01,Low,E01001571,5
2018-03-01,Low,E01001572,15
2018-03-01,Low,E01001573,5
2018-03-01,Low,E01001581,11
2018-03-01,Low,E01001590,7
2018-03-01,Low,E01001592,15
2018-03-01,Low,E01001597,11
2018-03-01,Low,E01001598,10
2018-03-01,Low,E01001599,17
2018-03-01,Low,E01001607,12
2018-03-01,Low,E01001608,4
2018-03-01,Low,E01001611,4
2018-03-01,Low,E01001613,21
2018-03-01,Low,E01001615,43
2018-03-01,Low,E01001619,6
2018-03-01,Low,E01001632,11
2018-03-01,Low,E01001641,51
2018-03-01,Low,E01001644,26
2018-03-01,Low,E01001648,10
2018-03-01,Low,E01001652,18
2018-03-01,Low,E01001656,2
2018-03-01,Low,E01001658,9
2018-03-01,Low,E01001659,15
2018-03-01,Low,E01001665,9
2018-03-01,Low,E01001677,22
2018-03-01,Low,E01001681,7
2018-03-01,Low,E01001682,10
2018-03-01,Low,E01001685,9
2018-03-01,Low,E01001686,7
2018-03-01,Low,E01001708,14
2018-03-01,Low,E01001718,7
2018-03-01,Low,E01001720,5
2018-03-01,Low,E01001741,5
2018-03-01,Low,E01001751,14
2018-03-01,Low,E01001803,12
2018-03-01,Low,E01001829,6
2018-03-01,Low,E01001837,16
2018-03-01,Low,E01001852,14
2018-03-01,Low,E01001853,9
2018-03-01,Low,E01001854,16
2018-03-01,Low,E01001855,14
2018-03-01,Low,E01001859,4
2018-03-01,Low,E01001863,11
2018-03-01,Low,E01001869,9
2018-03-01,Low,E01001870,13
2018-03-01,Low,E01001872,4
2018-03-01,Low,E01001881,20
2018-03-01,Low,E01001889,12
2018-03-01,Low,E01001895,21
2018-03-01,Low,E01001897,13
2018-03-01,Low,E01001902,5
2018-03-01,Low,E01001908,9
2018-03-01,Low,E01001910,18
2018-03-01,Low,E01001914,31
2018-03-01,Low,E01001917,6
2018-03-01,Low,E01001921,22
2018-03-01,Low,E01001923,18
2018-03-01,Low,E01001928,13
2018-03-01,Low,E01001931,7
2018-03-01,Low,E01001935,14
2018-03-01,Low,E01001948,22
2018-03-01,Low,E01001951,20
2018-03-01,Low,E01001952,19
2018-03-01,Low,E01001960,9
2018-03-01,Low,E01001962,7
2018-03-01,Low,E01001964,14
2018-03-01,Low,E01001973,33
2018-03-01,Low,E01001974,15
2018-03-01,Low,E01001984,12
2018-03-01,Low,E01001988,17
2018-03-01,Low,E01001989,19
2018-03-01,Low,E01001990,31
2018-03-01,Low,E01001991,9
2018-03-01,Low,E01001997,23
2018-03-01,Low,E01001998,5
2018-03-01,Low,E01002000,11
2018-03-01,Low,E01002001,18
2018-03-01,Low,E01002004,6
2018-03-01,Low,E01002005,21
2018-03-01,Low,E01002006,8
2018-03-01,Low,E01002010,8
2018-03-01,Low,E01002020,11
2018-03-01,Low,E01002022,40
2018-03-01,Low,E01002023,11
2018-03-01,Low,E01002024,8
2018-03-01,Low,E01002042,27
2018-03-01,Low,E01002062,11
2018-03-01,Low,E01002083,9
2018-03-01,Low,E01002111,21
2018-03-01,Low,E01002113,13
2018-03-01,Low,E01002117,7
2018-03-01,Low,E01002118,15
2018-03-01,Low,E01002119,16
2018-03-01,Low,E01002122,5
2018-03-01,Low,E01002123,12
2018-03-01,Low,E01002124,13
2018-03-01,Low,E01002125,6
2018-03-01,Low,E01002126,41
2018-03-01,Low,E01002128,6
2018-03-01,Low,E01002129,127
2018-03-01,Low,E01002135,13
2018-03-01,Low,E01002138,10
2018-03-01,Low,E01002140,10
2018-03-01,Low,E01002141,8
2018-03-01,Low,E01002142,12
2018-03-01,Low,E01002143,8
2018-03-01,Low,E01002145,8
2018-03-01,Low,E01002161,4
2018-03-01,Low,E01002162,8
2018-03-01,Low,E01002165,3
2018-03-01,Low,E01002167,2
2018-03-01,Low,E01002169,12
2018-03-01,Low,E01002170,3
2018-03-01,Low,E01002182,8
2018-03-01,Low,E01002183,15
2018-03-01,Low,E01002184,11
2018-03-01,Low,E01002186,15
2018-03-01,Low,E01002200,3
2018-03-01,Low,E01002202,24
2018-03-01,Low,E01002206,9
2018-03-01,Low,E01002212,15
2018-03-01,Low,E01002213,19
2018-03-01,Low,E01002214,11
2018-03-01,Low,E01002218,9
2018-03-01,Low,E01002219,27
2018-03-01,Low,E01002220,5
2018-03-01,Low,E01002221,15
2018-03-01,Low,E01002223,6
2018-03-01,Low,E01002229,3
2018-03-01,Low,E01002232,12
2018-03-01,Low,E01002234,10
2018-03-01,Low,E01002236,14
2018-03-01,Low,E01002237,5
2018-03-01,Low,E01002240,4
2018-03-01,Low,E01002244,12
2018-03-01,Low,E01002245,8
2018-03-01,Low,E01002246,8
2018-03-01,Low,E01002247,10
2018-03-01,Low,E01002249,29
2018-03-01,Low,E01002258,11
2018-03-01,Low,E01002262,9
2018-03-01,Low,E01002266,8
2018-03-01,Low,E01002292,8
2018-03-01,Low,E01002293,26
2018-03-01,Low,E01002295,11
2018-03-01,Low,E01002299,4
2018-03-01,Low,E01002302,9
2018-03-01,Low,E01002305,7
2018-03-01,Low,E01002307,6
2018-03-01,Low,E01002319,21
2018-03-01,Low,E01002326,27
2018-03-01,Low,E01002327,4
2018-03-01,Low,E01002329,13
2018-03-01,Low,E01002330,12
2018-03-01,Low,E01002331,3
2018-03-01,Low,E01002332,4
2018-03-01,Low,E01002335,9
2018-03-01,Low,E01002342,15
2018-03-01,Low,E01002344,32
2018-03-01,Low,E01002347,11
2018-03-01,Low,E01002352,21
2018-03-01,Low,E01002353,54
2018-03-01,Low,E01002358,19
2018-03-01,Low,E01002361,57
2018-03-01,Low,E01002363,9
2018-03-01,Low,E01002371,11
2018-03-01,Low,E01002374,13
2018-03-01,Low,E01002380,25
2018-03-01,Low,E01002394,7
2018-03-01,Low,E01002399,22
2018-03-01,Low,E01002410,24
2018-03-01,Low,E01002422,13
2018-03-01,Low,E01002426,4
2018-03-01,Low,E01002433,20
2018-03-01,Low,E01002439,18
2018-03-01,Low,E01002440,9
2018-03-01,Low,E01002443,25
2018-03-01,Low,E01002448,25
2018-03-01,Low,E01002454,8
2018-03-01,Low,E01002455,16
2018-03-01,Low,E01002456,10
2018-03-01,Low,E01002473,8
2018-03-01,Low,E01002475,6
2018-03-01,Low,E01002479,14
2018-03-01,Low,E01002481,7
2018-03-01,Low,E01002485,20
2018-03-01,Low,E01002488,19
2018-03-01,Low,E01002489,11
2018-03-01,Low,E01002496,20
2018-03-01,Low,E01002497,34
2018-03-01,Low,E01002520,19
2018-03-01,Low,E01002523,12
2018-03-01,Low,E01002525,14
2018-03-01,Low,E01002529,28
2018-03-01,Low,E01002531,6
2018-03-01,Low,E01002533,7
2018-03-01,Low,E01002541,22
2018-03-01,Low,E01002544,11
2018-03-01,Low,E01002546,10
2018-03-01,Low,E01002555,13
2018-03-01,Low,E01002556,18
2018-03-01,Low,E01002563,9
2018-03-01,Low,E01002565,25
2018-03-01,Low,E01002584,23
2018-03-01,Low,E01002586,6
2018-03-01,Low,E01002590,11
2018-03-01,Low,E01002601,6
2018-03-01,Low,E01002602,5
2018-03-01,Low,E01002609,8
2018-03-01,Low,E01002613,10
2018-03-01,Low,E01002614,21
2018-03-01,Low,E01002616,7
2018-03-01,Low,E01002618,7
2018-03-01,Low,E01002619,9
2018-03-01,Low,E01002621,16
2018-03-01,Low,E01002625,15
2018-03-01,Low,E01002626,17
2018-03-01,Low,E01002628,19
2018-03-01,Low,E01002630,16
2018-03-01,Low,E01002632,19
2018-03-01,Low,E01002635,13
2018-03-01,Low,E01002636,6
2018-03-01,Low,E01002639,10
2018-03-01,Low,E01002640,39
2018-03-01,Low,E01002648,35
2018-03-01,Low,E01002651,17
2018-03-01,Low,E01002652,10
2018-03-01,Low,E01002653,5
2018-03-01,Low,E01002654,5
2018-03-01,Low,E01002656,6
2018-03-01,Low,E01002660,9
2018-03-01,Low,E01002661,24
2018-03-01,Low,E01002662,58
2018-03-01,Low,E01002666,8
2018-03-01,Low,E01002668,18
2018-03-01,Low,E01002670,11
2018-03-01,Low,E01002671,10
2018-03-01,Low,E01002674,5
2018-03-01,Low,E01002676,18
2018-03-01,Low,E01002677,18
2018-03-01,Low,E01002680,23
2018-03-01,Low,E01002682,21
2018-03-01,Low,E01002689,5
2018-03-01,Low,E01002692,32
2018-03-01,Low,E01002693,40
2018-03-01,Low,E01002696,57
2018-03-01,Low,E01002698,13
2018-03-01,Low,E01002699,2
2018-03-01,Low,E01002718,2
2018-03-01,Low,E01002719,11
2018-03-01,Low,E01002724,70
2018-03-01,Low,E01002733,5
2018-03-01,Low,E01002739,29
2018-03-01,Low,E01002740,11
2018-03-01,Low,E01002742,15
2018-03-01,Low,E01002743,3
2018-03-01,Low,E01002744,11
2018-03-01,Low,E01002745,7
2018-03-01,Low,E01002754,8
2018-03-01,Low,E01002759,12
2018-03-01,Low,E01002762,12
2018-03-01,Low,E01002769,15
2018-03-01,Low,E01002779,19
2018-03-01,Low,E01002785,20
2018-03-01,Low,E01002788,15
2018-03-01,Low,E01002792,24
2018-03-01,Low,E01002801,25
2018-03-01,Low,E01002815,10
2018-03-01,Low,E01002828,9
2018-03-01,Low,E01002833,30
2018-03-01,Low,E01002834,11
2018-03-01,Low,E01002844,20
2018-03-01,Low,E01002849,10
2018-03-01,Low,E01002861,11
2018-03-01,Low,E01002866,13
2018-03-01,Low,E01002869,10
2018-03-01,Low,E01002873,12
2018-03-01,Low,E01002874,8
2018-03-01,Low,E01002875,6
2018-03-01,Low,E01002876,11
2018-03-01,Low,E01002882,8
2018-03-01,Low,E01002885,17
2018-03-01,Low,E01002886,32
2018-03-01,Low,E01002894,17
2018-03-01,Low,E01002897,11
2018-03-01,Low,E01002901,10
2018-03-01,Low,E01002910,10
2018-03-01,Low,E01002913,10
2018-03-01,Low,E01002919,21
2018-03-01,Low,E01002921,6
2018-03-01,Low,E01002928,13
2018-03-01,Low,E01002933,6
2018-03-01,Low,E01002940,3
2018-03-01,Low,E01002943,3
2018-03-01,Low,E01002948,16
2018-03-01,Low,E01002950,6
2018-03-01,Low,E01002955,8
2018-03-01,Low,E01002957,8
2018-03-01,Low,E01002964,59
2018-03-01,Low,E01002968,268
2018-03-01,Low,E01002977,4
2018-03-01,Low,E01002984,8
2018-03-01,Low,E01002987,61
2018-03-01,Low,E01002998,9
2018-03-01,Low,E01002999,9
2018-03-01,Low,E01003000,16
2018-03-01,Low,E01003002,9
2018-03-01,Low,E01003003,4
2018-03-01,Low,E01003019,16
2018-03-01,Low,E01003022,8
2018-03-01,Low,E01003023,19
2018-03-01,Low,E01003026,15
2018-03-01,Low,E01003028,7
2018-03-01,Low,E01003029,15
2018-03-01,Low,E01003030,28
2018-03-01,Low,E01003033,11
2018-03-01,Low,E01003034,8
2018-03-01,Low,E01003038,9
2018-03-01,Low,E01003067,24
2018-03-01,Low,E01003071,11
2018-03-01,Low,E01003072,10
2018-03-01,Low,E01003076,40
2018-03-01,Low,E01003077,8
2018-03-01,Low,E01003080,11
2018-03-01,Low,E01003083,8
2018-03-01,Low,E01003084,12
2018-03-01,Low,E01003085,8
2018-03-01,Low,E01003095,10
2018-03-01,Low,E01003100,9
2018-03-01,Low,E01003107,14
2018-03-01,Low,E01003110,16
2018-03-01,Low,E01003115,9
2018-03-01,Low,E01003116,2
2018-03-01,Low,E01003123,8
2018-03-01,Low,E01003130,9
2018-03-01,Low,E01003131,23
